StudentID,Age,Gender,Ethnicity,ParentalEducation,StudyTimeWeekly,Absences,Tutoring,ParentalSupport,Extracurricular,Sports,Music,Volunteering,GPA,GradeClass
1059,17,0,Caucasian,High School,6.7710805,9,1,High,0,1,0,0,2.6138387,2
1060,15,1,Other,None,9.4686985,23,0,High,0,1,0,0,0.92901254,4
1061,17,1,African American,High School,12.263407,10,0,None,1,0,1,0,1.8927587,4
1062,17,0,Caucasian,High School,17.376022,12,0,Moderate,0,0,1,0,2.3312616,3
1063,15,0,African American,Bachelor's,13.238031,11,0,High,0,1,0,0,2.2342384,3
1064,15,0,Caucasian,High School,8.680978,8,0,Moderate,0,1,0,0,2.3858283,3
1065,17,0,Caucasian,Some College,16.388557,3,1,Very High,0,0,0,0,3.3473568,1
1066,16,0,African American,High School,18.111643,6,1,High,1,0,0,0,3.2618554,1
1067,18,0,Caucasian,Higher,2.3951993,23,0,High,0,1,0,0,1.0396239,4
1068,15,1,Caucasian,High School,10.6386595,28,0,None,0,1,0,0,0.027818624,4
1069,18,1,Other,Some College,5.6902394,21,1,High,0,0,1,0,1.3299645,4
1070,16,1,Asian,High School,0.941224,1,0,Very High,0,0,1,0,3.2839165,1
1071,16,0,African American,Some College,13.370934,6,0,Moderate,1,0,0,0,2.9374542,2
1072,16,1,African American,High School,17.255415,28,0,High,0,0,1,0,0.7388682,4
1073,15,0,African American,High School,3.258053,8,0,Moderate,1,1,0,0,2.5568016,2
1074,16,0,Caucasian,Bachelor's,16.248274,4,1,Moderate,0,0,0,0,3.3009286,1
1075,15,1,Caucasian,Bachelor's,17.067915,14,0,High,1,0,1,0,2.2006829,3
1076,16,0,Caucasian,Bachelor's,18.286808,17,0,High,0,1,0,0,1.8558656,4
1077,18,0,Caucasian,Some College,5.3057017,3,0,High,0,0,0,0,2.7344015,2
1078,18,1,African American,Bachelor's,18.079062,18,1,Low,1,1,0,0,2.1317372,3
1079,17,1,Caucasian,None,6.413255,19,0,Low,0,0,0,0,0.9797699,4
1080,18,1,Other,High School,11.046761,25,0,High,0,1,0,0,0.99432504,4
1081,17,0,Other,High School,1.0101494,6,0,Low,0,1,0,0,2.0746999,3
1082,18,1,Asian,Some College,0.87762177,25,0,Moderate,0,0,0,0,0.500508,4
1083,15,1,African American,High School,14.407464,7,0,None,1,1,0,0,2.5324385,2
1084,18,0,Asian,High School,8.8896,16,0,Low,0,1,0,0,1.4633781,4
1085,17,1,Caucasian,Some College,5.1258473,12,0,High,1,1,0,0,2.3428369,3
1086,17,1,Asian,Bachelor's,3.80827,23,0,High,0,0,0,0,1.1588464,4
1087,16,1,Caucasian,High School,13.39907,20,1,Low,1,0,1,0,1.5237488,4
1088,15,0,Asian,High School,0.00803088,27,0,Low,0,0,1,0,0.0,4
1089,18,0,Caucasian,High School,16.117823,22,0,None,1,0,1,0,1.058622,4
1090,16,0,Asian,High School,1.5849922,10,0,Moderate,0,0,1,0,2.2297401,3
1091,18,0,Other,High School,3.8297923,26,0,Low,0,0,0,0,0.19474328,4
1092,18,1,Caucasian,Some College,7.724728,0,0,Moderate,1,1,0,0,3.50692,0
1093,16,0,Caucasian,Some College,9.697175,1,1,High,0,0,0,0,3.5522869,0
1094,16,0,Other,Some College,7.099902,16,1,High,0,1,0,0,2.2384913,3
1095,16,1,Caucasian,High School,6.414243,4,0,Low,1,1,0,0,2.7084723,2
1096,16,1,Asian,Bachelor's,19.27832,29,0,High,0,0,0,0,0.73290825,4
1097,16,1,African American,High School,12.8315935,29,0,Very High,0,0,1,0,0.9654825,4
1098,18,0,Caucasian,Some College,0.4686591,5,0,Moderate,0,1,0,0,2.5552328,2
1099,16,0,Caucasian,Bachelor's,8.6035185,25,0,Moderate,1,0,1,0,0.7443223,4
1100,15,0,Caucasian,High School,17.500174,24,0,Moderate,0,0,0,0,0.72205657,4
1101,17,1,Asian,High School,6.029124,23,1,Low,1,1,0,0,1.2712295,4
1102,16,1,Caucasian,Bachelor's,1.8911269,6,0,High,1,0,1,0,2.5261421,2
1103,16,0,African American,High School,15.167695,27,0,High,1,1,0,0,0.9424154,4
1104,18,1,Caucasian,Some College,12.120276,20,1,Moderate,0,1,0,0,1.5156391,4
1105,16,1,African American,None,11.40625,29,0,High,1,0,0,0,0.64827394,4
1106,16,1,Asian,Some College,1.0715312,14,0,High,0,1,1,0,2.04885,3
1107,16,0,Other,High School,2.8099802,18,0,None,1,0,0,0,0.842296,4
1108,18,1,Caucasian,None,12.450988,15,0,Low,0,1,0,0,1.464188,4
1109,16,1,Asian,Some College,4.156477,24,1,High,1,1,0,0,1.4879469,4
1110,17,0,Asian,High School,10.081402,12,1,Very High,0,0,0,0,2.587566,2
1111,18,0,African American,High School,10.897634,4,1,High,0,0,0,0,3.220807,1
1112,17,1,Other,None,5.6701436,0,1,Very High,0,0,1,0,3.5451593,0
1113,18,1,Caucasian,High School,18.968504,2,0,Moderate,0,0,0,0,3.089599,1
1114,16,0,Caucasian,High School,16.849281,18,1,Low,0,1,1,0,1.9199564,4
1115,17,0,Asian,None,14.44747,13,1,Moderate,0,0,0,0,2.1985931,3
1116,18,1,Caucasian,Bachelor's,1.5598773,15,0,None,0,0,0,0,0.87821263,4
1117,15,1,Asian,None,2.1226003,21,0,High,1,0,1,0,1.3403686,4
1118,16,1,Asian,Some College,9.855627,16,0,Very High,0,0,0,0,1.8195113,4
1119,18,1,Caucasian,High School,3.214267,26,0,High,0,1,0,0,0.6193509,4
1120,15,0,Asian,High School,19.56531,3,0,Moderate,1,0,1,0,3.6194608,0
1121,18,1,Caucasian,Bachelor's,3.1704047,12,1,Low,1,1,0,0,2.1749027,3
1122,15,1,African American,High School,9.749356,7,1,Low,0,1,1,0,2.974406,2
1123,16,0,African American,Higher,7.282421,18,0,Moderate,0,0,0,0,0.98073584,4
1124,17,1,Other,High School,12.787728,4,0,High,0,0,0,0,3.1016738,1
1125,15,0,Caucasian,Some College,2.5807283,1,1,Moderate,1,0,1,0,3.4982574,1
1126,18,1,Caucasian,Some College,8.606329,14,0,Very High,1,0,0,0,2.5905535,2
1127,16,1,African American,Bachelor's,5.4941006,1,0,High,1,0,0,0,3.5350037,0
1128,15,0,Asian,Some College,17.75503,10,1,Low,0,1,0,0,2.8199217,2
1129,18,0,African American,Some College,0.81171423,12,1,Low,1,1,0,0,2.0165968,3
1130,18,1,Caucasian,High School,18.27455,22,1,High,0,0,0,0,1.3711851,4
1131,18,1,Caucasian,High School,16.659883,9,0,Low,0,0,0,0,2.1047957,3
1132,15,1,Caucasian,Bachelor's,5.951414,2,0,High,0,0,0,0,3.0304391,1
1133,15,0,Asian,High School,15.785813,4,1,Moderate,0,1,0,0,3.5824218,0
1134,15,1,Caucasian,High School,0.6242712,2,0,Low,1,0,0,0,2.4265468,3
1135,17,0,Caucasian,Some College,19.33731,0,1,Moderate,1,0,0,0,3.1614363,1
1136,15,0,Other,High School,10.5318985,12,0,Moderate,1,0,0,0,2.1226385,3
1137,15,1,Caucasian,Higher,6.0656204,9,0,High,0,1,0,0,2.2048607,3
1138,15,0,Other,Some College,7.251664,18,0,None,1,0,1,0,1.1829875,4
1139,17,1,African American,Some College,1.3281071,7,0,High,1,0,0,0,2.7387958,2
1140,15,1,Asian,Bachelor's,19.786991,17,1,High,0,0,0,0,2.2379012,3
1141,18,1,Caucasian,None,0.7858389,2,0,High,1,0,0,0,3.1394815,1
1142,15,1,Caucasian,High School,13.098143,23,1,None,1,1,0,0,1.0460448,4
1143,18,1,Asian,Some College,8.854718,23,1,High,0,0,0,0,0.8164582,4
1144,18,0,Asian,High School,18.978325,16,0,Moderate,1,0,1,0,2.0335445,3
1145,18,0,Asian,Some College,4.919995,7,1,Moderate,1,1,0,0,2.4320786,3
1146,17,1,Caucasian,Bachelor's,10.641736,9,0,High,1,0,0,0,2.6597712,2
1147,17,1,Asian,Some College,9.647124,1,1,Moderate,1,0,0,0,3.588888,0
1148,17,0,Asian,High School,14.057329,11,0,High,0,1,0,0,2.3145876,3
1149,15,0,African American,Higher,1.3602047,22,0,Low,1,1,0,0,1.0072259,4
1150,18,0,Asian,Some College,3.8757825,5,0,High,1,0,0,0,2.8816123,2
1151,17,0,Asian,Some College,4.2912965,1,0,Low,0,1,1,0,2.8045049,2
1152,17,1,African American,High School,14.763015,20,1,High,0,1,0,0,1.7629211,4
1153,15,1,Caucasian,Bachelor's,3.782774,22,0,Very High,1,0,0,0,1.1199113,4
1154,17,0,Caucasian,Some College,11.469835,23,0,Moderate,0,0,0,0,1.0306575,4
1155,15,1,Caucasian,Some College,4.3048763,2,0,Moderate,1,0,0,0,3.0756195,1
1156,16,0,Caucasian,Bachelor's,17.232498,16,1,High,1,1,0,0,2.631434,2
1157,17,1,Caucasian,High School,18.84371,28,0,None,0,1,1,0,0.5030669,4
1158,16,0,Caucasian,Some College,10.36986,6,0,Moderate,0,0,0,0,2.7842379,2
1159,15,1,Caucasian,Bachelor's,7.046178,28,0,Moderate,0,0,0,0,0.24762677,4
1160,18,0,Caucasian,High School,4.6811557,20,0,High,0,0,0,0,1.1895487,4
1161,17,0,Asian,Some College,0.99562,4,1,High,1,0,0,0,3.375994,1
1162,15,1,Other,Bachelor's,5.3700013,22,1,High,0,0,0,0,1.2935735,4
1163,18,0,Caucasian,Some College,13.084716,0,1,High,0,0,1,0,3.718587,0
1164,18,1,Other,Some College,10.6723385,7,0,High,1,0,0,0,2.6705596,2
1165,16,1,African American,Bachelor's,18.880825,11,1,Moderate,1,0,0,0,2.369648,3
1166,15,0,Caucasian,Bachelor's,7.925545,13,0,Moderate,0,1,0,0,1.6244868,4
1167,18,1,Caucasian,High School,13.877267,15,1,Moderate,1,1,0,0,2.5374768,2
1168,17,1,African American,None,9.786455,9,0,Very High,0,1,0,0,2.298418,3
1169,17,1,Asian,Some College,10.251524,14,0,High,1,0,0,0,2.2598042,3
1170,16,1,Asian,Some College,5.3554864,20,0,Moderate,0,1,0,0,1.3213433,4
1171,18,1,Caucasian,Some College,9.099015,23,0,High,0,1,0,0,0.94997424,4
1172,15,0,Caucasian,Some College,0.0,25,0,Moderate,1,1,0,0,0.8187866,4
1173,17,1,Caucasian,High School,14.132851,14,1,High,0,0,0,0,2.3392246,3
1174,18,1,Caucasian,Some College,18.8128,9,0,Moderate,0,1,0,0,2.6827762,2
1175,18,1,Caucasian,High School,6.586426,20,1,Low,1,0,0,0,1.5438374,4
1176,16,1,Caucasian,Some College,0.8440094,27,0,High,1,0,0,0,0.1969011,4
1177,17,1,Asian,Some College,9.925902,6,0,High,0,0,0,0,2.7486103,2
1178,17,0,Other,High School,10.889227,25,1,Moderate,1,0,1,0,1.1048938,4
1179,15,1,Caucasian,High School,3.3688111,2,0,Moderate,1,0,0,0,2.5534399,2
1180,17,0,Other,Some College,15.209292,0,0,High,1,0,0,0,3.2742333,1
1181,15,0,Caucasian,Some College,19.698582,5,1,High,0,0,0,0,3.1860604,1
1182,17,0,Caucasian,High School,18.915495,20,0,High,1,0,0,0,1.7221158,4
1183,16,0,Caucasian,Higher,3.9421208,8,0,Moderate,1,1,0,0,2.3380463,3
1184,17,1,African American,Some College,17.507265,9,1,Very High,1,1,0,0,3.2739987,1
1185,15,0,Other,Higher,14.089872,3,0,High,0,0,0,0,2.9935024,2
1186,15,0,African American,Some College,9.076931,26,1,High,1,0,0,0,0.8963979,4
1187,16,1,Caucasian,Some College,10.81222,2,0,High,0,0,0,0,2.9610553,2
1188,17,1,African American,Bachelor's,16.992004,8,0,Low,1,0,0,0,2.674351,2
1189,17,1,Caucasian,Some College,9.602698,23,0,None,1,1,0,0,1.2178731,4
1190,16,0,Asian,Some College,7.4641476,21,1,High,0,0,0,0,1.3655912,4
1191,17,1,African American,High School,9.86495,16,0,Moderate,0,0,0,0,1.5222749,4
1192,17,1,Caucasian,Some College,11.582596,13,1,High,0,0,0,0,2.2314024,3
1193,15,0,African American,High School,3.781553,9,0,Moderate,1,0,0,0,2.1352663,3
1194,17,1,African American,High School,18.018154,12,0,Moderate,0,0,0,0,2.255699,3
1195,17,1,Caucasian,None,13.483739,11,1,Low,1,0,1,0,2.7511458,2
1196,16,1,African American,None,12.665379,26,0,High,1,1,0,0,0.89763415,4
1197,16,1,Caucasian,Higher,1.9899246,0,1,Low,1,0,0,0,3.1173544,1
1198,18,0,Asian,High School,12.083479,27,0,High,1,0,1,0,1.2875952,4
1199,15,1,Asian,Some College,2.4192133,21,0,Moderate,0,0,0,0,0.5710531,4
1200,17,1,Asian,Bachelor's,0.0,28,0,High,1,1,0,0,0.5813558,4
1201,17,0,African American,Some College,10.546218,18,0,Low,0,0,1,0,1.6434624,4
1202,18,1,African American,High School,8.055711,18,0,Low,0,0,0,0,1.2348441,4
1203,17,0,Caucasian,Some College,11.776205,5,0,High,0,1,0,0,2.9680936,2
1204,15,1,Asian,Some College,1.7844434,12,0,Moderate,1,0,0,0,2.0092986,3
1205,18,0,Caucasian,Some College,8.619661,18,0,Low,1,0,0,0,1.146086,4
1206,15,0,Caucasian,Some College,3.4957342,12,1,Very High,0,0,0,0,2.1923633,3
1207,18,0,Caucasian,Higher,19.742002,26,1,Low,1,0,0,0,0.94573087,4
1208,18,0,Caucasian,Some College,11.223004,25,0,Moderate,1,0,0,0,0.56725,4
1209,16,1,African American,High School,13.748737,21,0,Low,0,0,0,0,0.97076434,4
1210,15,0,Caucasian,Some College,6.5083656,20,1,Moderate,1,0,1,0,1.6560601,4
1211,17,1,Asian,None,1.8947783,3,0,Moderate,0,0,1,0,2.8393133,2
1212,17,0,Caucasian,Bachelor's,19.517418,23,0,Low,0,0,1,0,0.18981805,4
1213,15,0,Caucasian,High School,5.7251806,1,0,High,1,0,0,0,3.2582946,1
1214,17,0,African American,High School,8.476164,14,1,Moderate,0,0,0,0,1.9200559,4
1215,17,1,Caucasian,Bachelor's,12.997278,11,0,High,0,0,0,0,2.0217714,3
1216,15,0,Caucasian,Some College,0.49394596,29,1,Low,1,0,0,0,0.12593308,4
1217,18,1,Asian,High School,16.205183,26,1,Moderate,1,0,0,0,1.2870134,4
1218,15,1,Caucasian,Some College,10.731564,6,0,None,1,0,1,0,2.5914266,2
1219,18,1,Asian,Bachelor's,5.564344,19,1,High,0,0,0,0,1.4633796,4
1220,17,1,Caucasian,High School,1.2321597,17,0,High,0,0,0,0,1.4655493,4
1221,17,1,Caucasian,Bachelor's,3.2499683,22,0,High,1,1,0,0,1.7104669,4
1222,17,1,Asian,None,17.900677,12,0,Moderate,0,1,0,0,2.2885058,3
1223,16,1,Caucasian,Some College,13.720485,16,0,High,0,0,1,0,1.9609689,4
1224,18,1,Caucasian,Bachelor's,4.9980345,3,0,High,0,0,0,0,2.6216233,2
1225,16,1,Caucasian,High School,1.3120153,24,0,None,1,0,0,0,0.7683164,4
1226,16,0,Caucasian,Some College,13.812306,13,0,Low,0,0,1,0,1.8064064,4
1227,15,0,Asian,High School,11.448154,19,0,Moderate,0,0,0,0,0.88186634,4
1228,16,0,Caucasian,Some College,8.09039,27,0,High,0,1,0,0,0.8170682,4
1229,15,0,Asian,Some College,7.272229,12,1,None,0,0,0,0,1.4461325,4
1230,15,0,Asian,Some College,4.3362856,0,0,High,0,1,0,0,3.3390944,1
1231,16,1,Caucasian,High School,13.392225,25,0,Moderate,0,0,0,0,0.8196255,4
1232,18,1,Other,High School,19.41336,25,0,Moderate,0,0,0,0,0.67681795,4
1233,18,1,Caucasian,None,3.5143049,17,0,Low,0,1,0,0,1.3895448,4
1234,18,1,Other,High School,11.942332,13,0,Moderate,0,1,0,0,1.9915084,4
1235,18,1,Caucasian,Some College,8.483701,14,0,None,0,1,0,0,1.6398675,4
1236,18,1,African American,Bachelor's,8.933774,2,0,None,0,1,0,0,2.511743,2
1237,16,1,Caucasian,Some College,5.082946,0,0,High,0,0,1,0,2.9839199,2
1238,16,0,Caucasian,Some College,16.502697,25,1,Moderate,0,0,1,0,1.2586548,4
1239,17,0,African American,Higher,9.705112,23,1,Moderate,0,0,0,0,1.4179299,4
1240,18,0,Asian,Some College,10.868117,16,0,Low,1,0,1,0,1.5970166,4
1241,16,0,Caucasian,Bachelor's,6.095218,2,1,Moderate,0,1,0,0,3.0886998,1
1242,17,1,Caucasian,Some College,3.6361692,13,0,None,1,1,0,0,1.6413414,4
1243,18,1,Asian,High School,1.7182077,2,0,Moderate,0,1,0,0,2.5868707,2
1244,15,1,African American,None,14.282383,12,1,Moderate,0,0,0,0,2.3890326,3
1245,17,0,Other,Some College,3.9246857,14,0,Moderate,1,0,0,0,1.8981464,4
1246,16,1,Asian,High School,13.801507,17,0,Very High,0,1,0,0,2.110488,3
1247,15,1,Other,High School,7.807529,13,0,Moderate,0,0,0,0,1.7002736,4
1248,15,1,Asian,Some College,8.315496,20,0,Moderate,1,0,0,0,1.0445,4
1249,15,0,Caucasian,Some College,9.38355,25,0,Moderate,0,1,0,0,1.1941662,4
1250,17,1,Caucasian,Some College,7.3541703,2,0,Low,0,0,1,0,2.6491368,2
1251,16,0,Asian,High School,2.0123994,18,0,High,0,1,0,0,1.2341413,4
1252,15,0,African American,High School,6.192636,7,0,Moderate,1,0,0,0,2.127409,3
1253,18,0,Caucasian,Some College,13.274687,3,1,Low,1,0,0,0,2.9138877,2
1254,15,0,Caucasian,Higher,13.315688,3,0,High,0,0,0,0,3.1193938,1
1255,15,1,Other,Some College,5.7244864,0,1,None,0,0,0,0,1.0363787,4
1256,17,0,African American,Bachelor's,9.202052,10,0,Very High,1,0,0,0,2.4032845,3
1257,17,0,Caucasian,Some College,3.8689446,0,1,High,0,0,0,0,3.156508,1
1258,16,1,Caucasian,Some College,4.207442,7,1,Moderate,0,1,1,0,2.7234719,2
1259,18,1,Caucasian,High School,0.46094176,14,0,Low,1,1,0,0,1.5309511,4
1260,17,0,Caucasian,Some College,17.93493,0,1,Low,0,0,0,0,3.4685814,1
1261,15,1,Caucasian,Some College,4.2141333,6,0,Low,1,0,0,0,2.302032,3
1262,16,0,Caucasian,Some College,4.550678,20,1,Low,1,0,0,0,1.2656779,4
1263,15,0,Asian,Some College,0.0,19,0,Moderate,1,1,0,0,1.4796022,4
1264,15,0,Caucasian,Some College,2.5481615,19,0,Very High,0,0,1,0,1.4450767,4
1265,17,0,Asian,High School,12.785257,23,0,Moderate,0,0,0,0,0.8094338,4
1266,16,1,Asian,Some College,1.5028591,10,1,High,0,0,0,0,2.1502333,3
1267,18,0,Caucasian,High School,2.6840484,26,0,High,0,0,0,0,0.5591437,4
1268,18,1,African American,Bachelor's,12.895135,28,0,High,0,0,0,0,0.5807885,4
1269,17,1,Caucasian,High School,6.7932124,13,0,None,0,1,1,0,1.6020892,4
1270,17,1,Asian,None,14.158957,21,1,Moderate,0,1,0,0,1.0027983,4
1271,16,1,Caucasian,Some College,11.148495,15,0,High,0,0,0,0,1.6630634,4
1272,18,0,African American,Some College,5.1204233,13,0,High,0,0,0,0,1.5315465,4
1273,18,1,African American,Some College,13.016559,11,0,Very High,0,0,0,0,2.2058423,3
1274,18,0,Caucasian,High School,2.3254735,16,0,High,0,0,0,0,1.1553385,4
1275,15,1,Caucasian,Some College,10.728208,13,1,Low,0,0,0,0,2.1537583,3
1276,18,1,African American,High School,8.742962,9,0,Moderate,1,0,0,0,2.5927868,2
1277,15,0,Asian,Bachelor's,5.3574715,23,0,None,1,1,0,0,0.9123305,4
1278,16,0,Caucasian,Bachelor's,12.0801,28,1,High,0,0,0,0,0.6956309,4
1279,15,0,African American,Some College,17.426672,13,1,Moderate,0,0,0,0,2.1396198,3
1280,16,1,Caucasian,High School,19.978094,17,0,High,0,0,0,0,1.5504494,4
1281,18,1,Asian,Some College,12.155255,21,0,Very High,0,0,0,0,1.5475367,4
1282,18,0,Caucasian,None,8.094117,8,1,High,0,0,1,0,2.966548,2
1283,16,0,Asian,Some College,4.504142,16,0,Moderate,1,0,0,0,1.6336794,4
1284,17,0,Caucasian,High School,5.141922,5,1,Low,0,0,0,0,2.3325403,3
1285,16,0,Caucasian,Bachelor's,9.5891,7,1,High,1,1,1,0,3.2702622,1
1286,17,1,Caucasian,None,7.345554,25,0,Low,0,0,0,0,0.3464706,4
1287,15,0,Caucasian,Some College,18.27629,12,1,Low,0,0,0,0,1.8949044,4
1288,15,0,African American,Some College,7.3659096,17,0,Low,0,0,0,0,1.4567426,4
1289,15,0,Caucasian,Some College,7.4688916,4,0,Moderate,1,0,0,0,2.553723,2
1290,18,0,Asian,None,7.67069,5,0,Low,0,0,0,0,2.2241974,3
1291,15,1,Caucasian,Higher,16.732405,20,1,Very High,0,1,1,0,1.8476005,4
1292,17,0,Caucasian,Some College,13.015766,18,0,Very High,1,0,0,0,1.8497607,4
1293,15,1,Caucasian,Some College,12.283377,3,0,Very High,0,0,1,0,3.2687943,1
1294,16,0,Caucasian,High School,6.6828604,6,1,None,0,0,0,0,2.5465167,2
1295,16,0,Caucasian,Some College,16.358084,3,0,Very High,0,0,0,0,3.1012292,1
1296,18,1,Caucasian,Some College,0.76727724,24,0,Very High,0,0,1,0,0.65595406,4
1297,16,0,Caucasian,None,17.415943,10,1,Very High,0,1,0,0,3.0885124,1
1298,17,1,Caucasian,High School,0.0,11,1,High,0,1,0,0,1.9925598,4
1299,15,1,African American,Bachelor's,7.965005,13,1,High,0,1,0,0,2.6052475,2
1300,18,0,African American,High School,9.943346,12,1,Low,0,0,0,0,1.7339724,4
1301,15,1,Caucasian,High School,13.34831,28,0,High,1,0,0,0,1.1138488,4
1302,15,1,Caucasian,Some College,0.25530854,9,0,None,1,0,0,0,1.6492503,4
1303,17,1,Other,Some College,17.431038,17,0,Moderate,0,0,0,0,1.3375549,4
1304,16,1,African American,None,8.934791,15,0,Very High,0,0,0,0,1.9846599,4
1305,16,1,African American,Some College,6.85933,4,0,Moderate,0,1,1,0,3.0608816,1
1306,15,1,Caucasian,High School,2.7649114,7,1,Low,0,0,0,0,2.3928974,3
1307,18,1,Asian,None,8.789308,13,0,Very High,0,0,0,0,2.083797,3
1308,16,1,Asian,None,9.9264555,4,0,Very High,0,1,0,0,3.6457381,0
1309,18,0,African American,Bachelor's,8.072934,25,0,Low,1,0,0,0,0.32228607,4
1310,16,0,Other,High School,13.573202,27,0,High,0,1,0,0,1.1295143,4
1311,18,1,Caucasian,None,8.417931,23,0,Moderate,1,0,0,0,0.6307569,4
1312,17,0,Caucasian,Some College,19.228352,7,0,Moderate,0,0,1,0,3.1572297,1
1313,18,1,Asian,Bachelor's,11.98555,24,0,Low,0,0,0,0,0.6800878,4
